"","sugu","vanus","vanus3","lapsed","emaharidus","isaharidus","kaaslane","staatus3","tervis","haridus","haridustase","sissetulek","meeldib_oppida","literacy","numeracy","psolvskills"
"2992","Mees",24,"16-24","Ei","Kõrg","Kõrg","Ei","Hõivatud","Hea","Akadeemiline kõrg","Kõrge",NA,"Väga suurel määral",248.196,275.795,277.642
"2993","Naine",42,"25-49","Jah","Kõrg","Kõrg","Jah","Hõivatud","Rahuldav","Akadeemiline kõrg","Kõrge",NA,"Suurel määral",282.464,334.03,314.262
"2994","Naine",28,"25-49","Ei","Kõrg","Kõrg","Jah","Hõivatud","Väga hea","Akadeemiline kõrg","Kõrge",881.286,"Suurel määral",307.819,285.951,302.81
"2995","Naine",53,"50+","Jah","Põhi","Põhi","Ei","Hõivatud","Hea","Rakenduskõrg","Kõrge",387.829,"Mõningal määral",248.97,239.922,257.687
"2996","Naine",52,"50+","Jah","Põhi","Põhi","Jah","Hõivatud","Rahuldav","Rakenduskõrg","Kõrge",NA,"Mõningal määral",286.024,293.951,254.394
"2997","Naine",22,"16-24","Ei","Kesk","Kesk","Ei","Hõivatud","Hea","Kesk","Keskmine",1396.08,"Suurel määral",307.702,315.176,308.342
"2998","Naine",19,"16-24","Ei","Kõrg","Kesk","Ei","Mitteaktiivne","Väga hea","Kesk","Keskmine",NA,"Mõningal määral",311.866,283.42,251.092
"2999","Mees",45,"25-49","Jah","Kesk","Kesk","Jah","Töötu","Hea","Akadeemiline kõrg","Kõrge",NA,"Suurel määral",250.143,244.526,220.762
"3000","Mees",50,"50+","Jah","Kesk","Kesk","Jah","Hõivatud","Rahuldav","Akadeemiline kõrg","Kõrge",618.121,"Mõningal määral",293.459,293.909,NA
"3001","Naine",22,"16-24","Ei","Kesk","Kõrg","Ei","Hõivatud","Väga hea","Kesk","Keskmine",223.374,"Suurel määral",315.113,299.287,326.408
"3002","Mees",40,"25-49","Jah","Kesk","Kesk",NA,"Hõivatud","Rahuldav","Põhi","Madal",322.061,"Mõningal määral",202.731,167.041,NA
"3003","Naine",60,"50+","Jah","Põhi","Põhi","Jah","Hõivatud","Hea","Akadeemiline kõrg","Kõrge",618.121,"Mõningal määral",274.696,270.381,NA
"3004","Mees",37,"25-49","Jah","Kesk","Kesk","Jah","Hõivatud","Hea","Kesk-järgne kutse","Keskmine",1933.95,"Suurel määral",300.328,271.581,237.626
"3005","Mees",49,"25-49","Jah","Kõrg","Põhi","Jah","Hõivatud","Rahuldav","Akadeemiline kõrg","Kõrge",1500,"Mõningal määral",268.029,278.197,262.817
"3006","Mees",24,"16-24","Ei","Kõrg","Kesk","Ei","Mitteaktiivne","Rahuldav","Põhi","Madal",NA,"Suurel määral",329.493,322.019,330.441
"3007","Mees",16,"16-24","Ei","Kesk","Kesk","Ei","Mitteaktiivne","Hea","Põhi","Madal",NA,"Mõningal määral",295.337,290.031,288.483
"3008","Naine",32,"25-49","Ei","Kesk","Kesk","Jah","Hõivatud","Rahuldav","Kesk","Keskmine",552.33,"Mõningal määral",207.948,199.455,212.486
"3009","Mees",44,"25-49","Jah","Kesk","Kõrg","Jah","Hõivatud","Rahuldav","Kesk","Keskmine",NA,"Suurel määral",194.311,213.174,223.978
"3010","Naine",29,"25-49","Jah","Kõrg","Kesk","Jah","Töötu","Hea","Akadeemiline kõrg","Kõrge",NA,"Suurel määral",327.669,271.035,326.214
"3011","Naine",54,"50+","Jah","Põhi","Põhi","Jah","Mitteaktiivne","Väga hea","Kesk","Keskmine",NA,"Suurel määral",250.387,219.776,NA
"3012","Mees",49,"25-49","Jah","Kesk","Kesk","Ei","Mitteaktiivne","Rahuldav","Kesk","Keskmine",NA,"Suurel määral",334.026,296.963,270.075
"3013","Naine",55,"50+","Ei","Põhi","Põhi","Ei","Hõivatud","Hea","Rakenduskõrg","Kõrge",862.865,"Suurel määral",252.243,225.156,233.253
"3014","Naine",23,"16-24","Jah","Kesk","Kesk","Jah","Hõivatud","Hea","Põhi","Madal",381.273,"Mõningal määral",284.815,244.272,276.706
"3015","Naine",41,"25-49","Jah","Kesk","Kesk","Ei","Hõivatud","Suurepärane","Kesk-järgne kutse","Keskmine",815.495,"Väga suurel määral",284.187,302.577,305.58
"3016","Naine",34,"25-49","Jah","Põhi","Põhi","Jah","Hõivatud","Hea","Põhi","Madal",NA,"Suurel määral",265.996,272.976,246.913
"3017","Naine",31,"25-49","Ei","Kõrg","Kesk",NA,"Hõivatud","Väga hea","Akadeemiline kõrg","Kõrge",2400,"Väga suurel määral",299.402,290.42,353.348
"3018","Naine",40,"25-49","Jah","Kesk","Kesk","Jah","Hõivatud","Hea","Kesk","Keskmine",486.539,"Suurel määral",289.655,291.037,325.98
"3019","Mees",58,"50+","Jah","Kõrg","Põhi","Jah","Hõivatud","Rahuldav","Kesk","Keskmine",618.121,"Mõningal määral",276.123,269.232,271.243
"3020","Mees",21,"16-24","Ei","Kesk","Kesk","Ei","Hõivatud","Väga hea","Kesk","Keskmine",618.121,"Suurel määral",285.146,278.414,311.655
"3021","Naine",19,"16-24","Ei","Kõrg","Kõrg","Ei","Töötu","Suurepärane","Kesk","Keskmine",NA,"Väga suurel määral",253.44,249.395,293.16
"3022","Naine",33,"25-49","Jah","Põhi","Kesk","Jah","Hõivatud","Hea","Rakenduskõrg","Kõrge",1300,"Mõningal määral",252.146,277.838,244.587
"3023","Mees",40,"25-49","Ei","Kõrg","Kõrg",NA,"Hõivatud","Hea","Akadeemiline kõrg","Kõrge",NA,"Mõningal määral",363.024,360.053,324.608
"3024","Naine",50,"50+","Jah","Põhi","Põhi","Jah","Hõivatud","Rahuldav","Rakenduskõrg","Kõrge",618.121,"Suurel määral",254.322,237.52,261.198
"3025","Naine",45,"25-49","Jah","Kesk","Kesk","Jah","Hõivatud","Rahuldav","Rakenduskõrg","Kõrge",623,"Suurel määral",294.159,250.207,233.526
"3026","Mees",25,"25-49","Jah","Kesk","Kesk","Ei","Hõivatud","Hea","Kesk","Keskmine",NA,"Suurel määral",306.413,291.573,260.005
"3027","Mees",40,"25-49","Jah","Põhi","Põhi","Ei","Hõivatud","Hea","Kesk","Keskmine",1933.95,"Mõningal määral",209.341,217.894,232.286
"3028","Mees",36,"25-49","Jah","Kõrg","Kõrg","Jah","Hõivatud","Väga hea","Akadeemiline kõrg","Kõrge",NA,"Väga suurel määral",350.191,351.342,341.058
"3029","Mees",60,"50+","Jah","Põhi","Põhi","Jah","Hõivatud","Hea","Põhi","Madal",520,"Väga vähe",197.945,205.2,NA
"3030","Naine",56,"50+","Jah","Põhi","Kesk","Jah","Hõivatud","Hea","Akadeemiline kõrg","Kõrge",NA,"Mõningal määral",259.348,262.387,230.876
"3031","Naine",30,"25-49","Jah","Kõrg","Kõrg","Jah","Hõivatud","Hea","Akadeemiline kõrg","Kõrge",1407.62,"Väga suurel määral",308.327,307.629,333.337
"3032","Mees",63,"50+","Jah","Põhi","Põhi","Jah","Mitteaktiivne","Rahuldav","Põhi","Madal",NA,"Väga vähe",225.562,263.218,NA
"3033","Mees",50,"50+","Jah",NA,NA,NA,"Hõivatud","Rahuldav","Kesk","Keskmine",539.172,"Suurel määral",185.268,144.61,NA
"3034","Mees",27,"25-49","Jah","Kesk","Kesk","Ei","Hõivatud","Väga hea","Kesk","Keskmine",723.388,"Suurel määral",305.35,293.839,333.322
"3035","Mees",65,"50+","Jah","Põhi","Kesk","Jah","Mitteaktiivne","Suurepärane","Akadeemiline kõrg","Kõrge",NA,"Suurel määral",219.762,241.113,NA
"3036","Mees",30,"25-49","Jah",NA,NA,"Jah","Hõivatud","Hea","Põhi","Madal",NA,"Väga suurel määral",230.174,261.928,249.114
"3037","Naine",56,"50+","Jah","Põhi","Põhi","Jah","Mitteaktiivne","Halb","Kesk","Keskmine",NA,"Väga vähe",224.257,233.816,232.832
"3038","Naine",27,"25-49",NA,NA,NA,NA,"Mitteaktiivne",NA,"Kesk","Keskmine",NA,NA,137.067,82.7456,NA
"3039","Mees",46,"25-49","Jah","Kõrg","Kõrg","Jah","Hõivatud","Hea","Akadeemiline kõrg","Kõrge",NA,"Suurel määral",262.151,278.763,271.633
"3040","Naine",26,"25-49","Ei","Põhi","Põhi","Ei","Hõivatud","Väga hea","Kesk-järgne kutse","Keskmine",486.539,"Suurel määral",314.593,312.584,339.816
"3041","Mees",58,"50+","Jah",NA,"Kõrg",NA,"Töötu","Halb","Akadeemiline kõrg","Kõrge",NA,"Suurel määral",215.2,211.158,NA
"3042","Naine",50,"50+","Jah","Kesk","Kesk","Jah","Hõivatud","Hea","Kesk","Keskmine",354.957,"Suurel määral",221.592,220.106,NA
"3043","Mees",22,"16-24","Ei","Põhi",NA,NA,"Hõivatud","Väga hea","Rakenduskõrg","Kõrge",881.286,"Suurel määral",224.69,273.673,278.187
"3044","Mees",48,"25-49","Jah","Põhi","Kesk","Jah","Hõivatud","Rahuldav","Kesk","Keskmine",644.475,"Mõningal määral",191.895,170.901,NA
"3045","Mees",48,"25-49",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3046","Naine",20,"16-24","Ei","Kesk","Kesk","Jah","Hõivatud","Väga hea","Kesk","Keskmine",394.431,"Suurel määral",280.713,241.737,289.195
"3047","Naine",44,"25-49","Jah","Kesk","Kõrg","Jah","Hõivatud","Hea","Kesk","Keskmine",526.014,"Mõningal määral",239.043,259.445,209.003
"3048","Mees",50,"50+","Jah","Põhi","Põhi","Jah","Hõivatud","Hea","Kesk-järgne kutse","Keskmine",1500,"Mõningal määral",204.457,232.248,NA
"3049","Naine",63,"50+","Jah","Põhi","Põhi","Jah","Mitteaktiivne","Rahuldav","Kesk-järgne kutse","Keskmine",NA,"Mõningal määral",330.108,319.103,NA
"3050","Mees",16,"16-24","Ei","Kesk","Põhi","Ei","Mitteaktiivne","Hea","Põhi","Madal",NA,"Suurel määral",275.337,256.853,266.011
"3051","Naine",57,"50+","Jah","Põhi","Põhi","Jah","Hõivatud","Väga hea","Akadeemiline kõrg","Kõrge",NA,"Väga suurel määral",278.28,287.63,252.259
"3052","Mees",63,"50+","Jah","Kõrg","Kõrg","Jah","Töötu","Rahuldav","Kesk","Keskmine",NA,"Mõningal määral",286.072,297.666,NA
"3053","Naine",40,"25-49","Jah","Kõrg","Kesk","Ei","Hõivatud","Rahuldav","Kesk","Keskmine",683.913,"Mõningal määral",210.865,219.998,204.239
"3054","Naine",39,"25-49","Jah","Kesk","Kesk","Jah","Hõivatud","Väga hea","Akadeemiline kõrg","Kõrge",NA,"Väga suurel määral",173.897,194.945,204.587
"3055","Naine",19,"16-24","Ei","Kõrg","Kesk","Ei","Mitteaktiivne","Suurepärane","Kesk","Keskmine",NA,"Väga suurel määral",268.714,256.523,273.022
"3056","Naine",49,"25-49","Jah","Põhi","Põhi","Jah","Mitteaktiivne","Rahuldav","Kesk","Keskmine",NA,"Mõningal määral",264.436,247.172,NA
"3057","Naine",49,"25-49","Jah","Põhi","Põhi","Jah","Mitteaktiivne","Rahuldav","Kesk","Keskmine",NA,"Mõningal määral",220.447,238.908,225.77
"3058","Naine",22,"16-24","Jah","Kesk","Kesk","Jah","Hõivatud","Väga hea","Kesk","Keskmine",400,"Suurel määral",258.814,243.778,253.938
"3059","Naine",32,"25-49","Jah","Kesk","Kesk","Jah","Hõivatud","Hea","Akadeemiline kõrg","Kõrge",NA,"Väga suurel määral",307.006,319.13,297.529
"3060","Naine",36,"25-49","Jah","Põhi",NA,"Jah","Hõivatud","Väga hea","Kesk","Keskmine",1011.55,"Suurel määral",308.786,294.368,303.003
"3061","Naine",18,"16-24","Ei","Kesk","Põhi","Ei","Hõivatud","Hea","Põhi","Madal",NA,"Suurel määral",292.194,272.813,253.048
"3062","Naine",45,"25-49","Jah","Kesk","Kesk","Jah","Hõivatud","Rahuldav","Akadeemiline kõrg","Kõrge",NA,"Mõningal määral",312.72,284.806,NA
"3063","Mees",39,"25-49","Jah","Kesk","Põhi","Jah","Hõivatud","Suurepärane","Põhi","Madal",624,"Mõningal määral",253.095,259.497,242.699
"3064","Naine",47,"25-49","Jah","Kesk","Kõrg","Jah","Hõivatud","Hea","Akadeemiline kõrg","Kõrge",780,"Mõningal määral",333.252,342.118,335.879
"3065","Naine",32,"25-49","Jah","Kesk","Kõrg","Jah","Hõivatud","Hea","Kesk","Keskmine",290.014,"Suurel määral",203.661,207.967,191.366
"3066","Mees",62,"50+","Jah","Kesk","Kesk","Jah","Hõivatud","Hea","Kesk-järgne kutse","Keskmine",NA,"Suurel määral",267.555,285.13,234.226
"3067","Mees",27,"25-49","Jah","Kesk","Kesk","Jah","Hõivatud","Väga hea","Akadeemiline kõrg","Kõrge",749.704,"Suurel määral",218.363,247.828,297.89
"3068","Naine",56,"50+","Jah","Põhi","Kõrg","Jah","Hõivatud","Väga hea","Akadeemiline kõrg","Kõrge",NA,"Suurel määral",218.099,261.714,236.328
"3069","Mees",52,"50+","Jah","Põhi","Põhi",NA,"Hõivatud","Rahuldav","Kesk","Keskmine",866.667,"Mõningal määral",217.392,217.95,190.48
"3070","Mees",32,"25-49","Jah","Kõrg","Kõrg","Jah","Hõivatud","Väga hea","Akadeemiline kõrg","Kõrge",NA,"Mõningal määral",256.611,289.926,280.033
"3071","Mees",29,"25-49","Jah","Kesk","Põhi","Jah","Hõivatud","Rahuldav","Rakenduskõrg","Kõrge",NA,"Väga suurel määral",308.041,340.2,322.973
"3072","Mees",55,"50+","Jah","Põhi","Põhi","Ei","Töötu","Rahuldav","Akadeemiline kõrg","Kõrge",NA,"Mõningal määral",220.252,265.452,NA
"3073","Mees",39,"25-49","Ei","Kõrg","Põhi","Jah","Hõivatud","Rahuldav","Kesk","Keskmine",750,"Mõningal määral",241.684,218.51,164.63
"3074","Naine",40,"25-49","Jah","Põhi","Kesk","Ei","Hõivatud","Hea","Kesk-järgne kutse","Keskmine",346.667,"Mõningal määral",232.809,264.432,241.604
"3075","Naine",17,"16-24","Ei","Kõrg","Kõrg","Ei","Mitteaktiivne","Hea","Põhi","Madal",NA,"Suurel määral",265.678,246.03,270.867
"3076","Naine",56,"50+","Jah","Põhi","Põhi","Jah","Mitteaktiivne","Rahuldav","Rakenduskõrg","Kõrge",NA,"Väga suurel määral",237.641,246.264,212.095
"3077","Mees",39,"25-49","Ei","Kesk","Kesk",NA,"Hõivatud","Rahuldav","Põhi","Madal",1276.03,"Mõningal määral",204.682,174.466,202.424
"3078","Mees",41,"25-49","Jah","Põhi","Põhi","Jah","Hõivatud","Hea","Kesk","Keskmine",NA,"Suurel määral",282.968,283.879,NA
"3079","Mees",35,"25-49","Jah","Kõrg","Kesk","Ei","Hõivatud","Rahuldav","Põhi","Madal",NA,"Suurel määral",283.146,281.196,NA
"3080","Mees",57,"50+","Jah","Põhi","Põhi",NA,"Hõivatud","Rahuldav","Põhi","Madal",466.802,"Mõningal määral",236.096,220.218,NA
"3081","Mees",30,"25-49","Jah","Kõrg","Kõrg","Jah","Hõivatud","Rahuldav","Kesk","Keskmine",966.712,"Väga suurel määral",314.18,289.37,319.007
"3082","Mees",31,"25-49","Jah","Kesk","Kesk","Jah","Mitteaktiivne","Hea","Kesk","Keskmine",NA,"Väga suurel määral",317.199,305.253,310.018
"3083","Naine",30,"25-49","Jah","Kesk","Põhi","Jah","Hõivatud","Suurepärane","Rakenduskõrg","Kõrge",767,"Mõningal määral",284.436,258.971,287.921
"3084","Mees",25,"25-49","Ei","Kõrg","Kesk","Ei","Hõivatud","Rahuldav","Kesk","Keskmine",611.542,"Mõningal määral",261.61,247.74,264.86
"3085","Mees",59,"50+","Jah","Põhi","Põhi","Jah","Hõivatud","Hea","Akadeemiline kõrg","Kõrge",1784.86,"Mõningal määral",260.708,284.753,280.007
"3086","Mees",48,"25-49","Jah","Põhi","Kesk","Jah","Hõivatud","Hea","Rakenduskõrg","Kõrge",802.337,"Suurel määral",258.8,301.449,260.091
"3087","Mees",59,"50+","Jah","Kesk","Kesk","Jah","Hõivatud","Rahuldav","Akadeemiline kõrg","Kõrge",950,"Väga suurel määral",326.668,345.284,280.606
"3088","Naine",64,"50+","Jah","Kesk","Kesk","Ei","Mitteaktiivne","Rahuldav","Kesk","Keskmine",NA,"Suurel määral",242.016,233.391,190.101
"3089","Naine",50,"50+","Jah","Põhi","Põhi","Jah","Hõivatud","Hea","Kesk-järgne kutse","Keskmine",749.704,"Suurel määral",255.338,266.763,281.481
"3090","Naine",55,"50+","Jah","Kesk","Põhi","Jah","Hõivatud","Hea","Akadeemiline kõrg","Kõrge",627.332,"Väga suurel määral",291.239,283.342,252.791
"3091","Mees",17,"16-24","Ei","Kesk","Kesk","Ei","Mitteaktiivne","Väga hea","Põhi","Madal",NA,"Suurel määral",314.628,324.901,324.732
"3092","Naine",44,"25-49","Jah","Kesk","Kesk","Jah","Hõivatud","Hea","Kesk-järgne kutse","Keskmine",354.957,"Väga suurel määral",300.484,271.614,NA
"3093","Mees",24,"16-24","Ei","Kõrg","Kõrg","Ei","Mitteaktiivne","Rahuldav","Kesk","Keskmine",NA,"Suurel määral",241.037,241.715,242.255
"3094","Mees",45,"25-49","Jah","Kõrg","Kõrg",NA,"Mitteaktiivne","Halb","Akadeemiline kõrg","Kõrge",NA,"Suurel määral",287.284,307.135,233.058
"3095","Naine",62,"50+","Jah","Põhi","Põhi","Ei","Hõivatud","Rahuldav","Kesk","Keskmine",630,"Väga vähe",253.241,239.608,NA
"3096","Naine",38,"25-49","Jah","Kesk","Kõrg","Jah","Hõivatud","Hea","Rakenduskõrg","Kõrge",278,"Suurel määral",322.347,330.819,330.977
"3097","Mees",34,"25-49","Ei","Kõrg","Kõrg","Jah","Hõivatud","Väga hea","Kesk","Keskmine",NA,"Väga suurel määral",316.419,321.022,301.962
"3098","Naine",37,"25-49","Ei","Kõrg","Kõrg","Jah","Hõivatud","Rahuldav","Kesk","Keskmine",NA,"Suurel määral",255.409,251.287,NA
"3099","Naine",59,"50+","Jah","Põhi",NA,"Ei","Hõivatud","Rahuldav","Rakenduskõrg","Kõrge",533.909,"Suurel määral",269.811,242.317,NA
"3100","Naine",29,"25-49","Jah","Kõrg","Kõrg","Jah","Hõivatud","Väga hea","Rakenduskõrg","Kõrge",789.179,"Suurel määral",301.462,291.402,266.369
"3101","Naine",16,"16-24","Ei","Kõrg","Kõrg","Ei","Mitteaktiivne","Väga hea","Põhi","Madal",NA,"Suurel määral",267.521,237.914,276.245
"3102","Mees",43,"25-49","Jah","Põhi","Põhi","Jah","Hõivatud","Hea","Kesk-järgne kutse","Keskmine",552.33,"Mõningal määral",223.525,222.796,263.657
"3103","Naine",28,"25-49","Ei","Põhi","Kõrg","Ei","Mitteaktiivne","Halb","Akadeemiline kõrg","Kõrge",NA,"Väga suurel määral",353.544,384.467,350.459
"3104","Mees",56,"50+","Jah","Põhi","Kõrg",NA,"Mitteaktiivne","Rahuldav","Rakenduskõrg","Kõrge",NA,"Suurel määral",269.35,256.693,269.879
"3105","Naine",47,"25-49","Jah","Kesk","Põhi","Ei","Hõivatud","Hea","Akadeemiline kõrg","Kõrge",NA,"Suurel määral",227.337,196.044,190.907
"3106","Naine",59,"50+","Jah","Põhi","Põhi","Ei","Hõivatud","Hea","Kesk","Keskmine",881.286,"Mõningal määral",226.113,253.638,255.712
"3107","Mees",29,"25-49","Ei","Kõrg","Kesk","Jah","Hõivatud","Hea","Akadeemiline kõrg","Kõrge",NA,"Väga suurel määral",277.055,337.79,311.151
"3108","Naine",64,"50+","Jah","Kesk","Kõrg","Ei","Mitteaktiivne","Rahuldav","Kesk","Keskmine",NA,"Suurel määral",165.515,159.131,NA
"3109","Naine",48,"25-49","Jah","Kõrg","Kesk","Jah","Hõivatud","Hea","Rakenduskõrg","Kõrge",552.33,"Suurel määral",265.763,276.959,274.268
"3110","Naine",29,"25-49","Jah","Kõrg","Kõrg","Jah","Hõivatud","Väga hea","Akadeemiline kõrg","Kõrge",1276.03,"Väga suurel määral",370.317,316.128,339.841
"3111","Mees",47,"25-49","Jah","Kesk","Kesk","Jah","Hõivatud","Väga hea","Kesk","Keskmine",1276.03,"Mõningal määral",240.775,255.585,182.654
"3112","Mees",36,"25-49","Jah","Kesk","Põhi","Jah","Hõivatud","Hea","Rakenduskõrg","Kõrge",881.286,"Väga suurel määral",252.498,251.881,NA
"3113","Mees",59,"50+","Jah","Kõrg","Kesk","Jah","Mitteaktiivne","Hea","Kesk","Keskmine",NA,"Suurel määral",251.119,209.008,NA
"3114","Naine",43,"25-49","Jah","Põhi","Põhi","Jah","Hõivatud","Rahuldav","Põhi","Madal",326.009,"Mõningal määral",369.055,335.045,NA
"3115","Mees",49,"25-49","Ei","Põhi","Põhi","Ei","Mitteaktiivne","Rahuldav","Kesk","Keskmine",NA,"Üldse mitte",276.698,234.245,NA
"3116","Mees",49,"25-49","Jah","Kõrg","Kesk","Jah","Hõivatud","Hea","Akadeemiline kõrg","Kõrge",1012.87,"Mõningal määral",318.51,363.824,295.457
"3117","Naine",65,"50+","Ei","Põhi","Põhi",NA,"Hõivatud","Rahuldav","Rakenduskõrg","Kõrge",NA,"Suurel määral",303.419,322.221,280.717
"3118","Mees",47,"25-49","Jah","Põhi","Põhi","Ei","Hõivatud","Väga hea","Kesk","Keskmine",1276.03,"Väga vähe",256.609,202.005,NA
"3119","Naine",21,"16-24","Ei","Kõrg","Kõrg","Ei","Mitteaktiivne","Väga hea","Kesk","Keskmine",NA,"Väga suurel määral",371.895,330.498,345.437
"3120","Mees",64,"50+","Jah","Põhi","Põhi","Jah","Hõivatud","Rahuldav","Kesk","Keskmine",NA,"Mõningal määral",266.883,278.314,NA
"3121","Mees",58,"50+","Jah","Kesk",NA,"Jah","Hõivatud","Hea","Kesk","Keskmine",NA,"Mõningal määral",239.538,263.136,210.86
"3122","Mees",43,"25-49","Jah","Põhi","Kõrg","Jah","Hõivatud","Rahuldav","Kesk","Keskmine",2697.16,"Väga suurel määral",283.215,272.312,202.175
"3123","Mees",48,"25-49","Jah","Põhi","Põhi","Ei","Hõivatud","Rahuldav","Rakenduskõrg","Kõrge",NA,"Mõningal määral",294.03,305.584,NA
"3124","Naine",52,"50+","Jah","Põhi","Põhi",NA,"Hõivatud","Rahuldav","Rakenduskõrg","Kõrge",944.446,"Suurel määral",260.259,241.929,229.716
"3125","Mees",44,"25-49","Jah","Kõrg","Kõrg","Jah","Mitteaktiivne","Rahuldav","Kesk","Keskmine",NA,"Suurel määral",273.333,276.901,NA
"3126","Naine",38,"25-49","Jah","Kõrg","Kesk","Jah","Hõivatud","Väga hea","Rakenduskõrg","Kõrge",NA,"Üldse mitte",215.391,244.651,NA
"3127","Naine",40,"25-49","Jah","Kesk","Põhi","Jah","Hõivatud","Rahuldav","Kesk-järgne kutse","Keskmine",354.957,"Väga suurel määral",235.944,262.169,NA
"3128","Naine",23,"16-24","Ei","Kesk","Kesk",NA,"Hõivatud","Hea","Kesk","Keskmine",620,"Mõningal määral",272.025,253.87,268.189
"3129","Naine",30,"25-49","Ei","Kõrg","Kesk","Ei","Hõivatud","Suurepärane","Rakenduskõrg","Kõrge",407.59,"Väga suurel määral",352.296,317.612,NA
"3130","Mees",56,"50+","Jah","Põhi","Põhi","Jah","Hõivatud","Väga hea","Kesk","Keskmine",NA,"Suurel määral",271.589,263.108,NA
"3131","Mees",44,"25-49","Ei","Põhi","Põhi",NA,"Hõivatud","Rahuldav","Kesk","Keskmine",881.286,"Mõningal määral",244.156,279.375,238.769
"3132","Naine",53,"50+","Jah","Kesk","Kesk","Jah","Hõivatud","Rahuldav","Kesk","Keskmine",950,"Suurel määral",309.359,292.675,256.786
"3133","Mees",40,"25-49","Jah","Põhi","Põhi","Jah","Hõivatud","Rahuldav","Kesk","Keskmine",NA,"Väga suurel määral",179.707,173.081,184.314
"3134","Mees",43,"25-49","Jah","Kesk","Põhi","Jah","Hõivatud","Rahuldav","Akadeemiline kõrg","Kõrge",697.071,"Väga vähe",314.67,328.223,277.131
"3135","Naine",64,"50+","Jah","Põhi","Põhi","Jah","Mitteaktiivne","Halb","Põhi","Madal",NA,"Mõningal määral",280.378,280.99,NA
"3136","Naine",49,"25-49","Jah","Kesk","Kesk","Jah","Hõivatud","Hea","Kesk-järgne kutse","Keskmine",881.286,"Suurel määral",289.472,308.7,309.722
"3137","Mees",57,"50+","Jah","Põhi","Põhi","Jah","Hõivatud","Rahuldav","Kesk","Keskmine",520,"Mõningal määral",301.766,274.573,NA
"3138","Naine",22,"16-24","Ei","Kõrg","Kõrg","Jah","Hõivatud","Hea","Kesk","Keskmine",815.495,"Suurel määral",312.307,318.918,402.614
"3139","Mees",55,"50+","Jah","Põhi","Kesk","Jah","Hõivatud","Rahuldav","Põhi","Madal",881.286,"Väga vähe",266.599,239.183,245.675
"3140","Mees",63,"50+","Jah","Kesk","Põhi","Jah","Hõivatud","Hea","Kesk","Keskmine",NA,"Mõningal määral",273.56,271.535,NA
"3141","Naine",43,"25-49","Ei","Põhi","Põhi","Jah","Hõivatud","Rahuldav","Kesk-järgne kutse","Keskmine",139.293,"Suurel määral",274.755,224.605,249.27
"3142","Mees",46,"25-49","Jah","Kesk","Põhi","Ei","Hõivatud","Hea","Kesk","Keskmine",520.498,"Suurel määral",288.87,273.983,267.701
"3143","Naine",35,"25-49","Ei","Kesk","Kesk","Ei","Hõivatud","Rahuldav","Akadeemiline kõrg","Kõrge",341.798,"Mõningal määral",276.217,274.289,273.288
"3144","Naine",54,"50+","Jah","Põhi","Põhi",NA,"Töötu","Hea","Kesk","Keskmine",NA,"Mõningal määral",254.72,251.758,NA
"3145","Naine",63,"50+","Jah","Põhi","Kesk",NA,"Mitteaktiivne","Rahuldav","Kesk","Keskmine",NA,"Mõningal määral",308.233,309.778,NA
"3146","Naine",59,"50+","Jah","Põhi","Kesk","Jah","Hõivatud","Hea","Rakenduskõrg","Kõrge",543.12,"Suurel määral",266.153,251.319,249.362
"3147","Mees",38,"25-49","Jah","Kesk","Kõrg","Jah","Hõivatud","Väga hea","Akadeemiline kõrg","Kõrge",1276.03,"Väga suurel määral",289.592,287.797,263.914
"3148","Naine",43,"25-49","Ei","Kõrg","Kõrg",NA,"Hõivatud","Suurepärane","Akadeemiline kõrg","Kõrge",NA,"Mõningal määral",246.475,286.122,246.953
"3149","Naine",24,"16-24","Jah","Kõrg","Kõrg","Jah","Töötu","Suurepärane","Akadeemiline kõrg","Kõrge",NA,"Väga suurel määral",284.655,263.298,264.361
"3150","Naine",60,"50+","Jah","Põhi","Põhi","Ei","Mitteaktiivne","Rahuldav","Põhi","Madal",NA,"Väga vähe",285.192,221.42,NA
"3151","Naine",64,"50+","Jah","Põhi","Kesk",NA,"Mitteaktiivne","Halb","Kesk-järgne kutse","Keskmine",NA,"Väga vähe",208.082,208.543,NA
"3152","Naine",52,"50+","Jah","Kesk","Kesk","Jah","Hõivatud","Rahuldav","Akadeemiline kõrg","Kõrge",NA,"Mõningal määral",169.343,215.445,190.618
"3153","Naine",61,"50+","Jah","Põhi","Põhi","Jah","Mitteaktiivne","Halb","Põhi","Madal",NA,"Suurel määral",227.53,237.798,NA
"3154","Mees",40,"25-49","Jah","Kesk","Kõrg","Ei","Hõivatud","Hea","Kesk","Keskmine",NA,"Mõningal määral",287.597,284.474,244.618
"3155","Naine",25,"25-49","Jah","Kesk","Kõrg","Jah","Hõivatud","Väga hea","Kesk","Keskmine",762.862,"Väga suurel määral",302.514,293.601,314.526
"3156","Naine",45,"25-49","Jah","Põhi","Põhi","Jah","Hõivatud","Rahuldav","Rakenduskõrg","Kõrge",552.33,"Mõningal määral",292.612,300.644,NA
"3157","Mees",37,"25-49","Jah","Kõrg","Kesk","Jah","Hõivatud","Hea","Akadeemiline kõrg","Kõrge",NA,"Suurel määral",307.542,296.005,310.636
