"","sugu","vanus","vanus3","lapsed","emaharidus","isaharidus","kaaslane","staatus3","tervis","haridus","haridustase","sissetulek","meeldib_oppida","literacy","numeracy","psolvskills"
"4074","Mees",24,"16-24","Ei","Kesk","Kesk","Ei","Hoivatud","Suureparane","Kesk","Keskmine",872.551,"Vaga suurel maaral",223.162,219.0029,213.4956
"4075","Mees",32,"25-49","Jah","Korg","Korg","Jah","Hoivatud","Hea","Akadeemiline korg","Korge",2560,"Vaga suurel maaral",325.2006,350.4032,335.4168
"4076","Naine",50,"50+","Jah","Kesk","Korg","Jah","Mitteaktiivne","Hea","Rakenduskorg","Korge",NA,"Vaga suurel maaral",292.45,289.4581,263.3599
"4077","Mees",28,"25-49","Ei","Korg","Korg","Jah","Hoivatud","Suureparane","Kesk","Keskmine",1500,"Moningal maaral",363.9125,350.0806,339.6674
"4078","Naine",53,"50+","Jah","Kesk","Pohi","Jah","Tootu","Hea","Akadeemiline korg","Korge",NA,"Suurel maaral",277.1482,272.0979,249.5009
"4079","Mees",18,"16-24","Ei","Korg","Kesk","Ei","Hoivatud","Hea","Pohi","Madal",NA,"Suurel maaral",303.0756,327.1007,337.8072
"4080","Naine",63,"50+","Jah","Kesk","Kesk","Ei","Mitteaktiivne","Halb","Akadeemiline korg","Korge",NA,"Suurel maaral",323.0555,300.5716,NA
"4081","Mees",60,"50+","Jah","Pohi","Pohi","Jah","Hoivatud","Rahuldav","Pohi","Madal",390.4839,"Suurel maaral",297.333,281.8271,NA
"4082","Mees",37,"25-49","Jah","Korg","Korg","Jah","Hoivatud","Suureparane","Rakenduskorg","Korge",NA,"Suurel maaral",287.9841,287.8344,239.2342
"4083","Naine",23,"16-24","Ei","Korg","Kesk","Jah","Mitteaktiivne","Hea","Kesk","Keskmine",NA,"Moningal maaral",315.9363,321.5906,322.7109
"4084","Mees",32,"25-49","Jah","Kesk","Kesk","Jah","Hoivatud","Hea","Kesk","Keskmine",2591.858,"Suurel maaral",295.7994,320.4606,271.3659
"4085","Naine",65,"50+","Jah","Pohi","Pohi","Jah","Mitteaktiivne","Halb","Kesk","Keskmine",NA,"Suurel maaral",257.5452,287.0871,NA
"4086","Naine",61,"50+","Jah","Pohi",NA,NA,"Mitteaktiivne","Halb","Kesk","Keskmine",NA,"Moningal maaral",300.5074,293.8473,NA
"4087","Mees",19,"16-24","Ei","Korg","Korg","Ei","Mitteaktiivne","Rahuldav","Pohi","Madal",NA,"Vaga suurel maaral",321.144,299.7139,311.0331
"4088","Naine",42,"25-49","Jah","Kesk","Pohi","Jah","Hoivatud","Vaga hea","Kesk","Keskmine",354.9567,"Suurel maaral",292.9193,236.7777,NA
"4089","Naine",53,"50+","Jah","Pohi","Pohi","Jah","Hoivatud","Rahuldav","Kesk","Keskmine",1100.627,"Moningal maaral",251.6153,266.6772,NA
"4090","Naine",61,"50+","Jah","Pohi","Pohi",NA,"Hoivatud","Halb","Kesk","Keskmine",NA,"Suurel maaral",308.3861,288.6943,NA
"4091","Mees",52,"50+","Jah","Kesk","Kesk","Jah","Hoivatud","Vaga hea","Akadeemiline korg","Korge",730,"Moningal maaral",248.4604,223.2839,210.3659
"4092","Mees",37,"25-49","Jah","Kesk","Kesk","Jah","Hoivatud","Hea","Rakenduskorg","Korge",1276.034,"Suurel maaral",303.4354,318.8923,307.829
"4093","Mees",37,"25-49","Jah",NA,NA,NA,"Hoivatud","Hea","Kesk","Keskmine",NA,"Moningal maaral",305.0737,276.0772,NA
"4094","Mees",57,"50+","Jah","Korg","Pohi","Ei","Mitteaktiivne","Rahuldav","Pohi","Madal",NA,"Suurel maaral",255.7485,261.7767,203.8415
"4095","Naine",41,"25-49","Jah","Pohi","Kesk","Jah","Hoivatud","Hea","Akadeemiline korg","Korge",1144.451,"Moningal maaral",254.1612,278.3376,198.8447
"4096","Mees",25,"25-49","Jah","Kesk","Kesk","Jah","Hoivatud","Hea","Kesk","Keskmine",486.5391,"Vaga suurel maaral",252.1228,202.7463,260.3346
"4097","Mees",35,"25-49","Jah","Korg","Korg","Jah","Hoivatud","Vaga hea","Kesk","Keskmine",1276.034,"Moningal maaral",315.2325,283.887,287.3876
"4098","Naine",30,"25-49","Jah","Kesk","Kesk","Jah","Hoivatud","Vaga hea","Akadeemiline korg","Korge",486.5391,"Suurel maaral",257.9779,201.563,209.053
"4099","Mees",37,"25-49","Jah","Korg","Pohi","Jah","Hoivatud","Vaga hea","Akadeemiline korg","Korge",NA,"Suurel maaral",348.9449,343.6025,348.4052
"4100","Naine",46,"25-49","Jah","Kesk","Kesk","Ei","Hoivatud","Hea","Kesk","Keskmine",486.5391,"Suurel maaral",341.1161,300.0594,NA
"4101","Naine",53,"50+","Jah","Kesk","Kesk","Jah","Hoivatud","Hea","Akadeemiline korg","Korge",2500,"Vaga suurel maaral",280.9062,309.5457,294.5421
"4102","Naine",37,"25-49","Jah","Kesk",NA,"Ei","Mitteaktiivne","Rahuldav","Kesk","Keskmine",NA,"Suurel maaral",261.884,250.0083,248.0672
"4103","Naine",24,"16-24","Jah","Kesk","Kesk","Jah","Mitteaktiivne","Hea","Rakenduskorg","Korge",NA,"Suurel maaral",369.0431,342.936,326.7048
"4104","Naine",22,"16-24","Ei","Kesk","Korg",NA,"Mitteaktiivne","Hea","Kesk","Keskmine",NA,"Suurel maaral",306.8127,313.9819,292.9435
"4105","Naine",60,"50+","Jah","Pohi",NA,"Jah","Mitteaktiivne","Rahuldav","Pohi","Madal",NA,"Moningal maaral",270.657,274.7907,270.5107
"4106","Naine",37,"25-49","Jah","Pohi","Pohi","Jah","Mitteaktiivne","Hea","Kesk","Keskmine",NA,"Moningal maaral",252.5352,240.1429,279.9221
"4107","Mees",40,"25-49","Jah","Pohi","Pohi","Jah","Hoivatud","Vaga hea","Kesk-jargne kutse","Keskmine",881.2864,"Vaga suurel maaral",216.7946,243.6429,216.0466
"4108","Naine",56,"50+","Jah","Kesk","Pohi",NA,"Tootu","Rahuldav","Akadeemiline korg","Korge",NA,"Moningal maaral",271.8631,258.5766,253.8492
"4109","Naine",39,"25-49","Jah","Korg","Korg","Jah","Hoivatud","Vaga hea","Akadeemiline korg","Korge",2197.11,"Moningal maaral",328.0053,306.3493,309.8132
"4110","Mees",45,"25-49","Jah","Pohi","Pohi","Jah","Hoivatud","Rahuldav","Kesk","Keskmine",NA,"Moningal maaral",263.1716,316.532,NA
"4111","Naine",50,"50+","Jah","Pohi","Pohi","Jah","Hoivatud","Vaga hea","Pohi","Madal",640,"Moningal maaral",294.6916,264.5816,NA
"4112","Mees",51,"50+","Jah","Pohi","Pohi","Jah","Mitteaktiivne","Suureparane","Kesk","Keskmine",NA,"Moningal maaral",304.5249,274.2142,NA
"4113","Naine",39,"25-49","Jah","Pohi","Pohi","Jah","Hoivatud","Suureparane","Rakenduskorg","Korge",723.3875,"Suurel maaral",389.2361,331.4114,NA
"4114","Naine",45,"25-49","Jah","Pohi","Pohi","Jah","Hoivatud","Hea","Rakenduskorg","Korge",454.9594,"Suurel maaral",291.9251,315.0953,264.5413
"4115","Mees",36,"25-49","Jah","Pohi","Kesk","Jah","Hoivatud","Rahuldav","Pohi","Madal",618.1215,"Moningal maaral",247.6402,225.3916,NA
"4116","Naine",35,"25-49","Ei","Korg","Korg","Jah","Hoivatud","Hea","Rakenduskorg","Korge",959.8062,"Suurel maaral",184.8967,214.0821,258.01
"4117","Naine",52,"50+",NA,"Korg","Korg",NA,"Hoivatud","Rahuldav","Akadeemiline korg","Korge",NA,"Moningal maaral",234.0189,260.1438,217.7086
"4118","Naine",35,"25-49","Jah","Korg","Pohi","Jah","Mitteaktiivne","Hea","Pohi","Madal",NA,"Vaga vahe",195.7102,177.0683,191.227
"4119","Mees",49,"25-49","Jah","Pohi","Pohi",NA,"Hoivatud","Vaga hea","Kesk","Keskmine",749.7039,"Vaga vahe",239.2088,230.5176,240.8327
"4120","Mees",40,"25-49","Jah","Kesk","Korg","Jah","Hoivatud","Rahuldav","Kesk","Keskmine",2065.528,"Suurel maaral",250.6564,290.2281,274.0669
"4121","Mees",45,"25-49","Jah","Pohi","Pohi","Jah","Hoivatud","Rahuldav","Pohi","Madal",NA,"Suurel maaral",185.3328,212.3354,229.0853
"4122","Mees",51,"50+","Jah","Pohi","Pohi","Jah","Hoivatud","Hea","Kesk","Keskmine",NA,"Moningal maaral",232.573,190.4409,NA
"4123","Naine",35,"25-49","Jah","Pohi","Kesk","Jah","Mitteaktiivne","Halb","Kesk","Keskmine",NA,"Uldse mitte",275.9362,262.1831,NA
"4124","Naine",23,"16-24","Jah","Kesk","Korg","Jah","Hoivatud","Hea","Rakenduskorg","Korge",816,"Vaga suurel maaral",316.2058,323.8129,318.7509
"4125","Mees",29,"25-49","Jah",NA,NA,"Jah","Hoivatud","Vaga hea","Kesk","Keskmine",749.7039,"Suurel maaral",256.8146,226.478,NA
"4126","Naine",50,"50+","Jah","Pohi","Pohi","Jah","Hoivatud","Rahuldav","Rakenduskorg","Korge",460.2226,"Moningal maaral",269.8931,271.5878,269.9865
"4127","Naine",46,"25-49","Jah","Kesk","Kesk","Jah","Hoivatud","Rahuldav","Kesk","Keskmine",618.1215,"Moningal maaral",285.3473,236.3853,242.0275
"4128","Naine",47,"25-49","Ei","Pohi","Pohi",NA,"Hoivatud","Rahuldav","Akadeemiline korg","Korge",354.9567,"Moningal maaral",301.661,313.862,280.0565
"4129","Naine",31,"25-49","Jah","Kesk","Kesk","Jah","Hoivatud","Hea","Akadeemiline korg","Korge",NA,"Suurel maaral",274.8296,340.3792,352.3116
"4130","Naine",29,"25-49","Jah","Pohi","Pohi","Jah","Hoivatud","Hea","Akadeemiline korg","Korge",2197.11,"Suurel maaral",263.6929,276.421,249.6878
"4131","Mees",57,"50+","Jah","Kesk","Pohi","Jah","Hoivatud","Rahuldav","Kesk","Keskmine",1276.034,"Moningal maaral",329.7522,305.5286,260.9143
"4132","Mees",58,"50+","Jah","Pohi","Kesk",NA,"Hoivatud","Rahuldav","Kesk-jargne kutse","Keskmine",468,"Vaga suurel maaral",266.2155,269.1638,NA
"4133","Naine",41,"25-49","Jah","Kesk","Pohi","Jah","Hoivatud","Hea","Rakenduskorg","Korge",980,"Suurel maaral",343.6713,327.7505,312.4374
"4134","Naine",17,"16-24","Ei","Korg","Kesk","Ei","Tootu","Hea","Pohi","Madal",NA,"Suurel maaral",280.9493,237.5739,NA
"4135","Mees",58,"50+","Jah","Kesk","Korg","Jah","Hoivatud","Hea","Akadeemiline korg","Korge",881.2864,"Moningal maaral",262.2019,263.6673,NA
"4136","Naine",22,"16-24","Ei","Kesk","Korg",NA,"Hoivatud","Hea","Kesk","Keskmine",193.3425,"Suurel maaral",268.2741,298.8139,263.7133
"4137","Mees",19,"16-24","Ei","Kesk","Pohi",NA,"Hoivatud","Hea","Pohi","Madal",618.1215,"Moningal maaral",227.9725,232.8354,224.043
"4138","Naine",45,"25-49","Jah","Pohi","Pohi",NA,"Tootu","Hea","Kesk","Keskmine",NA,"Suurel maaral",251.7866,223.2311,NA
"4139","Mees",41,"25-49","Jah","Korg","Korg","Jah","Hoivatud","Suureparane","Akadeemiline korg","Korge",1933.946,"Suurel maaral",249.8111,305.8609,285.4524
"4140","Mees",25,"25-49","Ei","Kesk","Pohi","Jah","Mitteaktiivne","Suureparane","Pohi","Madal",NA,"Moningal maaral",290.3109,279.9285,292.0236
"4141","Naine",30,"25-49","Jah","Kesk","Pohi","Jah","Hoivatud","Hea","Rakenduskorg","Korge",800,"Suurel maaral",332.1559,297.5986,322.3678
"4142","Mees",31,"25-49","Jah","Korg","Kesk","Jah","Hoivatud","Suureparane","Kesk","Keskmine",900,"Uldse mitte",231.4563,232.9811,NA
"4143","Mees",30,"25-49","Jah","Korg","Pohi","Jah","Hoivatud","Rahuldav","Kesk","Keskmine",NA,"Suurel maaral",253.2312,292.6018,289.0273
"4144","Naine",54,"50+","Jah","Kesk","Kesk","Ei","Hoivatud","Rahuldav","Kesk","Keskmine",354.9567,"Suurel maaral",263.8732,253.9978,226.9335
"4145","Mees",19,"16-24","Ei","Korg","Kesk","Ei","Mitteaktiivne","Vaga hea","Kesk","Keskmine",NA,"Moningal maaral",313.8477,304.3293,298.2213
"4146","Mees",39,"25-49","Jah","Kesk","Kesk","Jah","Hoivatud","Vaga hea","Kesk","Keskmine",NA,"Suurel maaral",308.51,341.1254,309.2717
"4147","Naine",17,"16-24","Ei","Kesk","Kesk","Ei","Mitteaktiivne","Hea","Pohi","Madal",NA,"Suurel maaral",276.0105,267.9482,279.7711
"4148","Mees",61,"50+","Jah","Pohi","Kesk","Jah","Hoivatud","Rahuldav","Kesk","Keskmine",670.7545,"Vaga vahe",278.0698,244.0031,NA
"4149","Naine",64,"50+","Jah","Pohi","Pohi","Ei","Hoivatud","Hea","Rakenduskorg","Korge",347.0618,"Moningal maaral",304.0496,259.1255,NA
"4150","Mees",25,"25-49","Ei","Pohi","Pohi","Ei","Hoivatud","Hea","Rakenduskorg","Korge",1078.66,"Vaga suurel maaral",347.8027,312.4857,294.8362
"4151","Mees",43,"25-49","Ei","Pohi","Korg","Ei","Hoivatud","Rahuldav","Akadeemiline korg","Korge",NA,"Suurel maaral",289.1806,284.5469,274.3099
"4152","Naine",20,"16-24","Ei","Korg","Korg","Ei","Tootu","Hea","Kesk","Keskmine",NA,"Moningal maaral",257.4072,264.0946,339.6143
"4153","Naine",62,"50+","Ei","Pohi","Pohi","Jah","Mitteaktiivne","Halb","Kesk-jargne kutse","Keskmine",NA,"Moningal maaral",253.9159,264.1919,NA
"4154","Mees",50,"50+","Ei","Pohi","Pohi","Ei","Mitteaktiivne","Rahuldav","Pohi","Madal",NA,"Moningal maaral",240.8137,248.5139,NA
"4155","Mees",20,"16-24","Ei","Kesk","Korg","Ei","Mitteaktiivne","Hea","Kesk","Keskmine",NA,"Vaga suurel maaral",295.769,247.305,288.6337
"4156","Naine",20,"16-24","Ei","Korg","Korg","Ei","Mitteaktiivne","Vaga hea","Kesk","Keskmine",NA,"Suurel maaral",270.8423,281.2545,315.0735
"4157","Naine",45,"25-49","Jah","Korg","Korg","Jah","Hoivatud","Rahuldav","Kesk","Keskmine",NA,"Suurel maaral",295.3588,265.9281,NA
"4158","Naine",30,"25-49","Jah","Korg","Kesk","Jah","Hoivatud","Hea","Rakenduskorg","Korge",749.7039,"Suurel maaral",244.0166,200.627,229.345
"4159","Naine",36,"25-49","Jah","Pohi",NA,"Jah","Hoivatud","Halb","Pohi","Madal",585.226,"Moningal maaral",287.4343,265.4034,270.5133
"4160","Mees",58,"50+","Jah","Pohi","Pohi","Jah","Hoivatud","Rahuldav","Kesk","Keskmine",526.0139,"Moningal maaral",289.4475,308.2708,NA
"4161","Naine",28,"25-49","Jah","Kesk","Korg","Jah","Hoivatud","Suureparane","Akadeemiline korg","Korge",698.0408,"Vaga suurel maaral",311.199,248.5351,294.33
"4162","Naine",34,"25-49","Ei","Kesk","Kesk","Jah","Hoivatud","Vaga hea","Kesk","Keskmine",1539.198,"Suurel maaral",310.7071,309.0813,319.098
"4163","Naine",37,"25-49","Jah","Kesk","Kesk","Ei","Hoivatud","Hea","Kesk","Keskmine",515.4872,"Moningal maaral",322.2813,293.1394,NA
"4164","Mees",37,"25-49","Ei","Korg","Korg",NA,"Hoivatud","Vaga hea","Akadeemiline korg","Korge",3500,"Suurel maaral",320.736,352.5243,349.3393
"4165","Naine",55,"50+","Jah","Kesk","Kesk","Ei","Hoivatud","Suureparane","Pohi","Madal",618.1215,"Suurel maaral",257.9146,260.8291,232.502
"4166","Mees",36,"25-49","Jah","Korg","Kesk","Jah","Hoivatud","Rahuldav","Kesk","Keskmine",NA,"Moningal maaral",283.6607,270.4337,NA
"4167","Mees",29,"25-49","Ei","Korg","Pohi","Jah","Hoivatud","Hea","Akadeemiline korg","Korge",1550,"Suurel maaral",315.0298,342.8452,328.2193
"4168","Mees",22,"16-24","Ei","Kesk","Kesk",NA,"Mitteaktiivne","Hea","Pohi","Madal",NA,"Vaga suurel maaral",324.8391,299.5748,353.7731
"4169","Naine",41,"25-49","Jah","Kesk","Kesk","Ei","Hoivatud","Rahuldav","Rakenduskorg","Korge",693.3333,"Suurel maaral",281.9271,260.2012,284.9341
"4170","Naine",59,"50+","Jah","Pohi","Pohi",NA,"Mitteaktiivne","Halb","Kesk-jargne kutse","Keskmine",NA,"Suurel maaral",224.9935,218.0692,NA
"4171","Naine",26,"25-49","Ei","Kesk","Korg","Jah","Hoivatud","Vaga hea","Akadeemiline korg","Korge",NA,"Suurel maaral",306.2535,287.6135,300.6903
"4172","Mees",27,"25-49","Ei","Korg","Kesk","Jah","Hoivatud","Vaga hea","Akadeemiline korg","Korge",1500,"Vaga suurel maaral",289.046,276.203,268.5109
"4173","Naine",58,"50+","Jah","Pohi","Pohi","Jah","Hoivatud","Rahuldav","Kesk","Keskmine",552.3303,"Vaga suurel maaral",280.3606,304.2096,NA
"4174","Naine",47,"25-49","Jah","Kesk","Kesk","Jah","Hoivatud","Hea","Rakenduskorg","Korge",NA,"Vaga suurel maaral",274.1176,272.9763,NA
"4175","Mees",53,"50+","Jah","Pohi","Pohi","Jah","Hoivatud","Rahuldav","Rakenduskorg","Korge",1012.869,"Moningal maaral",261.6216,254.8488,NA
"4176","Naine",59,"50+","Jah","Pohi","Pohi","Jah","Tootu","Hea","Kesk","Keskmine",NA,"Moningal maaral",291.1162,275.4508,211.349
"4177","Mees",52,"50+","Jah","Pohi","Pohi","Jah","Tootu","Rahuldav","Kesk","Keskmine",NA,"Moningal maaral",318.3537,310.3735,NA
"4178","Naine",59,"50+","Jah","Pohi","Kesk","Jah","Mitteaktiivne","Rahuldav","Rakenduskorg","Korge",NA,"Moningal maaral",243.2155,269.1211,265.956
"4179","Naine",33,"25-49","Jah","Kesk","Pohi","Jah","Hoivatud","Vaga hea","Rakenduskorg","Korge",618.1215,"Suurel maaral",247.8486,266.4036,264.7271
"4180","Naine",62,"50+","Jah","Pohi","Pohi","Ei","Hoivatud","Rahuldav","Rakenduskorg","Korge",693.3333,"Moningal maaral",326.1142,352.5719,293.4554
"4181","Naine",24,"16-24","Jah","Kesk","Kesk","Jah","Hoivatud","Hea","Kesk","Keskmine",NA,"Suurel maaral",266.3404,256.2723,240.309
"4182","Mees",47,"25-49","Jah","Korg","Korg","Jah","Hoivatud","Halb","Kesk","Keskmine",NA,"Moningal maaral",238.5624,272.3627,246.4952
"4183","Naine",47,"25-49","Jah","Kesk","Pohi","Jah","Hoivatud","Rahuldav","Kesk","Keskmine",319.4295,"Moningal maaral",325.3256,276.9146,NA
"4184","Naine",33,"25-49","Jah","Kesk","Kesk","Jah","Hoivatud","Vaga hea","Akadeemiline korg","Korge",1040,"Vaga suurel maaral",383.6845,379.6237,336.6963
"4185","Mees",64,"50+","Jah","Kesk","Korg","Jah","Hoivatud","Rahuldav","Akadeemiline korg","Korge",400,"Suurel maaral",255.7898,256.9417,218.2361
"4186","Mees",23,"16-24","Ei","Kesk","Kesk","Ei","Hoivatud","Suureparane","Kesk","Keskmine",NA,"Vaga suurel maaral",301.0179,298.5447,281.4699
"4187","Naine",63,"50+","Jah","Pohi","Pohi","Jah","Hoivatud","Rahuldav","Kesk","Keskmine",278,"Moningal maaral",253.0649,308.5265,NA
"4188","Mees",41,"25-49",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4189","Naine",50,"50+","Jah","Korg","Korg","Jah","Hoivatud","Hea","Akadeemiline korg","Korge",1012.869,"Suurel maaral",309.8943,321.1818,NA
"4190","Mees",58,"50+","Jah","Kesk","Kesk","Jah","Hoivatud","Rahuldav","Kesk","Keskmine",1276.034,"Moningal maaral",252.6679,214.2422,NA
"4191","Naine",23,"16-24","Ei","Kesk","Korg","Jah","Hoivatud","Vaga hea","Akadeemiline korg","Korge",NA,"Vaga suurel maaral",304.0674,271.4213,302.1074
"4192","Mees",43,"25-49","Jah","Pohi","Pohi","Jah","Hoivatud","Halb","Kesk","Keskmine",600,"Suurel maaral",241.6025,219.6873,NA
"4193","Mees",52,"50+","Jah","Korg","Kesk","Jah","Hoivatud","Rahuldav","Rakenduskorg","Korge",260,"Moningal maaral",259.4856,219.2472,NA
"4194","Naine",43,"25-49","Jah","Kesk","Kesk","Jah","Hoivatud","Hea","Akadeemiline korg","Korge",520,"Suurel maaral",356.95,301.1104,306.1332
"4195","Naine",16,"16-24","Ei","Pohi","Kesk","Ei","Mitteaktiivne","Hea","Pohi","Madal",NA,"Suurel maaral",269.3516,252.1595,291.1398
"4196","Naine",43,"25-49","Jah","Pohi","Pohi","Ei","Hoivatud","Rahuldav","Kesk-jargne kutse","Keskmine",341.7985,"Moningal maaral",293.155,276.4552,NA
"4197","Naine",31,"25-49","Jah","Kesk","Pohi","Jah","Hoivatud","Vaga hea","Rakenduskorg","Korge",693.3333,"Moningal maaral",283.9076,302.5222,284.9253
"4198","Naine",56,"50+","Jah","Pohi","Pohi","Jah","Mitteaktiivne","Rahuldav","Kesk","Keskmine",NA,"Moningal maaral",287.1172,251.6109,NA
"4199","Naine",23,"16-24","Jah","Kesk","Kesk","Jah","Hoivatud","Hea","Kesk","Keskmine",210.2161,"Suurel maaral",287.3539,289.9424,285.8489
"4200","Mees",35,"25-49","Ei","Kesk","Kesk","Ei","Tootu","Hea","Kesk","Keskmine",NA,"Vaga suurel maaral",253.0756,241.9569,251.0207
"4201","Naine",25,"25-49","Ei","Korg","Kesk","Jah","Hoivatud","Hea","Rakenduskorg","Korge",NA,"Suurel maaral",340.6404,286.4173,326.9085
"4202","Mees",39,"25-49","Jah","Pohi","Korg","Jah","Hoivatud","Hea","Pohi","Madal",881.2864,"Suurel maaral",324.5479,309.464,NA
"4203","Naine",49,"25-49","Jah","Pohi","Kesk","Ei","Mitteaktiivne","Halb","Kesk","Keskmine",NA,"Suurel maaral",248.2916,264.7778,NA
"4204","Mees",27,"25-49","Ei","Kesk","Korg","Jah","Hoivatud","Vaga hea","Kesk","Keskmine",554.962,"Suurel maaral",305.5302,253.5837,NA
"4205","Naine",34,"25-49","Jah","Korg","Korg","Jah","Hoivatud","Hea","Akadeemiline korg","Korge",811.8563,"Suurel maaral",317.5353,327.1057,284.0155
"4206","Mees",36,"25-49","Jah","Kesk","Korg","Jah","Hoivatud","Vaga hea","Akadeemiline korg","Korge",2000,"Moningal maaral",262.7934,271.131,275.6654
"4207","Mees",57,"50+","Jah","Pohi","Pohi","Jah","Tootu","Halb","Kesk","Keskmine",NA,"Uldse mitte",261.1187,281.4474,NA
"4208","Naine",16,"16-24","Ei","Kesk","Kesk","Ei","Mitteaktiivne","Hea","Pohi","Madal",NA,"Suurel maaral",232.4318,218.7198,231.6298
"4209","Mees",41,"25-49","Jah","Pohi","Pohi","Jah","Hoivatud","Hea","Kesk","Keskmine",NA,"Vaga vahe",121.8457,155.5986,142.4312
"4210","Naine",42,"25-49","Jah","Pohi","Pohi","Jah","Hoivatud","Vaga hea","Akadeemiline korg","Korge",769,"Suurel maaral",315.3343,314.4959,284.5629
"4211","Mees",44,"25-49","Jah","Kesk","Kesk","Jah","Hoivatud","Suureparane","Akadeemiline korg","Korge",NA,"Suurel maaral",318.5271,376.5715,305.5731
"4212","Mees",35,"25-49","Jah","Kesk",NA,"Jah","Hoivatud","Hea","Rakenduskorg","Korge",NA,"Suurel maaral",338.7047,332.5564,331.1611
"4213","Mees",18,"16-24","Ei","Kesk","Kesk","Ei","Mitteaktiivne","Vaga hea","Pohi","Madal",NA,"Suurel maaral",211.6316,204.1639,231.0748
"4214","Mees",47,"25-49","Ei","Korg","Pohi","Jah","Hoivatud","Hea","Kesk","Keskmine",NA,"Moningal maaral",290.0855,269.8531,235.8059
"4215","Mees",32,"25-49","Jah","Pohi",NA,"Jah","Hoivatud","Rahuldav","Kesk-jargne kutse","Keskmine",725.0342,"Moningal maaral",213.8147,215.0265,NA
"4216","Naine",21,"16-24","Ei","Kesk","Kesk","Ei","Hoivatud","Rahuldav","Kesk","Keskmine",312.299,"Uldse mitte",229.2111,227.9107,250.5594
"4217","Mees",29,"25-49","Jah","Kesk","Kesk","Jah","Hoivatud","Rahuldav","Kesk-jargne kutse","Keskmine",NA,"Suurel maaral",340.4975,351.9022,308.7485
"4218","Naine",61,"50+","Jah","Pohi","Kesk","Jah","Mitteaktiivne","Rahuldav","Rakenduskorg","Korge",NA,"Moningal maaral",330.9112,305.7057,276.4029
"4219","Naine",65,"50+","Jah","Kesk","Korg",NA,"Mitteaktiivne","Hea","Rakenduskorg","Korge",NA,"Vaga suurel maaral",238.7608,250.1842,220.4229
"4220","Naine",50,"50+","Jah","Pohi","Pohi","Ei","Hoivatud","Rahuldav","Pohi","Madal",1043.548,"Moningal maaral",267.7616,290.9396,246.7234
"4221","Naine",40,"25-49","Jah","Kesk","Pohi","Jah","Hoivatud","Rahuldav","Akadeemiline korg","Korge",1670.781,"Suurel maaral",346.112,354.031,322.4671
"4222","Mees",40,"25-49","Jah","Korg","Korg",NA,"Hoivatud","Rahuldav","Akadeemiline korg","Korge",1276.034,"Suurel maaral",341.8922,313.9575,NA
"4223","Mees",41,"25-49","Jah","Korg","Kesk","Jah","Hoivatud","Vaga hea","Akadeemiline korg","Korge",NA,"Suurel maaral",297.7618,315.7854,322.7492
"4224","Mees",21,"16-24","Ei","Korg","Korg",NA,"Hoivatud","Suureparane","Kesk-jargne kutse","Keskmine",520,"Suurel maaral",303.9268,269.2987,237.8266
"4225","Naine",64,"50+","Jah","Kesk","Korg","Jah","Mitteaktiivne","Rahuldav","Akadeemiline korg","Korge",NA,"Moningal maaral",310.1687,319.051,276.3167
"4226","Naine",62,"50+","Jah","Korg","Kesk","Jah","Hoivatud","Hea","Rakenduskorg","Korge",618.1215,"Suurel maaral",309.9295,227.6347,NA
"4227","Mees",33,"25-49","Jah","Korg","Korg","Jah","Hoivatud","Hea","Rakenduskorg","Korge",2328.693,"Suurel maaral",268.2534,292.6075,258.4247
"4228","Naine",26,"25-49","Ei","Pohi","Pohi","Ei","Hoivatud","Hea","Kesk-jargne kutse","Keskmine",519.4347,"Suurel maaral",347.5265,304.5441,310.8568
"4229","Naine",22,"16-24","Jah","Kesk","Kesk","Jah","Mitteaktiivne","Hea","Kesk","Keskmine",NA,"Suurel maaral",286.093,272.3906,342.996
"4230","Naine",41,"25-49","Jah","Pohi","Pohi","Jah","Hoivatud","Hea","Kesk","Keskmine",NA,"Suurel maaral",259.2391,299.8663,207.3826
"4231","Naine",44,"25-49","Jah","Korg","Korg","Jah","Hoivatud","Hea","Akadeemiline korg","Korge",644.438,"Vaga suurel maaral",316.8842,333.0102,318.4889
"4232","Mees",25,"25-49","Ei","Pohi","Kesk","Ei","Hoivatud","Vaga hea","Kesk-jargne kutse","Keskmine",1012.869,"Moningal maaral",308.6536,303.2715,303.2405
"4233","Mees",21,"16-24","Ei","Pohi","Kesk","Ei","Mitteaktiivne","Vaga hea","Kesk","Keskmine",NA,"Vaga suurel maaral",305.9018,311.4322,283.0953
"4234","Naine",19,"16-24","Ei","Kesk","Kesk","Jah","Mitteaktiivne","Suureparane","Kesk","Keskmine",NA,"Suurel maaral",309.2437,298.2045,273.6924
"4235","Mees",31,"25-49","Ei",NA,NA,NA,"Mitteaktiivne","Suureparane","Pohi","Madal",NA,"Uldse mitte",249.9205,263.5089,NA
"4236","Mees",24,"16-24","Jah","Korg","Korg","Jah","Hoivatud","Vaga hea","Akadeemiline korg","Korge",1200,"Vaga suurel maaral",362.0849,312.6495,309.898
"4237","Mees",57,"50+","Jah","Kesk","Pohi","Ei","Mitteaktiivne","Halb","Pohi","Madal",NA,"Uldse mitte",263.7519,228.6794,NA
